"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.349334096E0,-4.285499954E1,-1.946999931E1,-1.265999985E1,4.874328113E1
2.359423096E0,-4.261499786E1,-1.981499863E1,-1.297499943E1,4.875472104E1
2.369465096E0,-4.261499786E1,-1.981499863E1,-1.297499943E1,4.875472104E1
2.379399096E0,-4.220249939E1,-1.979249954E1,-1.479749966E1,4.890562329E1
2.389385096E0,-4.220249939E1,-1.979249954E1,-1.479749966E1,4.890562329E1
2.399364096E0,-4.219499969E1,-1.945499992E1,-1.510499954E1,4.885771211E1
2.409496096E0,-4.219499969E1,-1.945499992E1,-1.510499954E1,4.885771211E1
2.419387096E0,-4.163249969E1,-1.923749924E1,-1.694249916E1,4.889166274E1
2.429360096E0,-4.163249969E1,-1.923749924E1,-1.694249916E1,4.889166274E1
2.439415096E0,-4.080749893E1,-1.902000046E1,-1.696500015E1,4.811261390E1
2.449521096E0,-4.080749893E1,-1.902000046E1,-1.696500015E1,4.811261390E1
2.459448096E0,-4.059749985E1,-1.987500000E1,-1.847249985E1,4.883037855E1
2.469359096E0,-4.059749985E1,-1.987500000E1,-1.847249985E1,4.883037855E1
2.479625096E0,-4.100249863E1,-1.959000015E1,-1.787999916E1,4.883305612E1
2.489389096E0,-4.100249863E1,-1.959000015E1,-1.787999916E1,4.883305612E1
2.499461096E0,-4.070999908E1,-1.947749901E1,-1.924499893E1,4.906166504E1
2.509429096E0,-4.070999908E1,-1.947749901E1,-1.924499893E1,4.906166504E1
2.519351096E0,-3.963750076E1,-1.950000000E1,-1.880249977E1,4.800953514E1
2.529384096E0,-3.963750076E1,-1.950000000E1,-1.880249977E1,4.800953514E1
2.539369096E0,-3.992250061E1,-1.969499969E1,-2.000249863E1,4.880367834E1
2.549536096E0,-3.992250061E1,-1.969499969E1,-2.000249863E1,4.880367834E1
2.559565096E0,-4.021500015E1,-1.982250023E1,-1.955999947E1,4.891596193E1
2.569383096E0,-4.021500015E1,-1.982250023E1,-1.955999947E1,4.891596193E1
2.579449096E0,-3.872999954E1,-1.978499985E1,-2.031749916E1,4.800270675E1
2.589414096E0,-3.872999954E1,-1.978499985E1,-2.031749916E1,4.800270675E1
2.599396096E0,-3.848249817E1,-1.995750046E1,-2.058749962E1,4.799009930E1
2.609367096E0,-3.848249817E1,-1.995750046E1,-2.058749962E1,4.799009930E1
2.619390096E0,-3.872249985E1,-2.102999878E1,-1.879500008E1,4.790558288E1
2.629393096E0,-3.872249985E1,-2.102999878E1,-1.879500008E1,4.790558288E1
2.639372096E0,-3.802499771E1,-2.027999878E1,-1.908749962E1,4.713291253E1
2.649382096E0,-3.802499771E1,-2.027999878E1,-1.908749962E1,4.713291253E1
2.659321096E0,-3.847499847E1,-2.075249863E1,-1.950749969E1,4.786997233E1
2.669335096E0,-3.847499847E1,-2.075249863E1,-1.950749969E1,4.786997233E1
2.679543096E0,-3.907500076E1,-2.146500015E1,-1.889249992E1,4.842033116E1
2.689800096E0,-3.907500076E1,-2.146500015E1,-1.889249992E1,4.842033116E1
2.699407096E0,-3.815250015E1,-2.088749886E1,-1.973250008E1,4.776266780E1
2.710028096E0,-3.815250015E1,-2.088749886E1,-1.973250008E1,4.776266780E1
2.719391096E0,-3.847499847E1,-2.114999962E1,-1.843499947E1,4.761824437E1
2.729456096E0,-3.847499847E1,-2.114999962E1,-1.843499947E1,4.761824437E1
2.739358096E0,-3.892499924E1,-2.189999962E1,-1.880999947E1,4.846216698E1
2.749498096E0,-3.892499924E1,-2.189999962E1,-1.880999947E1,4.846216698E1
2.759387096E0,-3.861000061E1,-2.200499916E1,-1.851000023E1,4.814116994E1
2.769404096E0,-3.861000061E1,-2.200499916E1,-1.851000023E1,4.814116994E1
2.779356096E0,-3.818249893E1,-2.188500023E1,-1.706999969E1,4.720425139E1
2.789428096E0,-3.818249893E1,-2.188500023E1,-1.706999969E1,4.720425139E1
2.800520096E0,-3.866999817E1,-2.139749908E1,-1.958250046E1,4.833938404E1
2.809368096E0,-3.866999817E1,-2.139749908E1,-1.958250046E1,4.833938404E1
2.819467096E0,-3.831749725E1,-2.126249886E1,-1.917000008E1,4.783109194E1
2.829371096E0,-3.831749725E1,-2.126249886E1,-1.917000008E1,4.783109194E1
2.839434096E0,-3.852000046E1,-2.113500023E1,-1.918499947E1,4.794312124E1
2.849488096E0,-3.852000046E1,-2.113500023E1,-1.918499947E1,4.794312124E1
2.859355096E0,-3.857999802E1,-2.117249870E1,-1.941749954E1,4.810124985E1
2.869690096E0,-3.857999802E1,-2.117249870E1,-1.941749954E1,4.810124985E1
2.879385096E0,-3.896999741E1,-2.088749886E1,-1.908749962E1,4.815891348E1
2.889360096E0,-3.896999741E1,-2.088749886E1,-1.908749962E1,4.815891348E1
2.899396096E0,-3.923249817E1,-2.081999969E1,-1.868249893E1,4.818399180E1
2.909364096E0,-3.923249817E1,-2.081999969E1,-1.868249893E1,4.818399180E1
2.919378096E0,-3.920249939E1,-2.069999886E1,-1.880249977E1,4.815454193E1
2.929420096E0,-3.920249939E1,-2.069999886E1,-1.880249977E1,4.815454193E1
2.939413096E0,-3.900000000E1,-2.079749870E1,-1.910249901E1,4.815019648E1
2.949344096E0,-3.900000000E1,-2.079749870E1,-1.910249901E1,4.815019648E1
2.959372096E0,-3.879750061E1,-2.079749870E1,-1.929749870E1,4.806428468E1
2.969353096E0,-3.879750061E1,-2.079749870E1,-1.929749870E1,4.806428468E1
2.979376096E0,-3.870000076E1,-2.090250015E1,-1.950000000E1,4.811293560E1
2.989483096E0,-3.870000076E1,-2.090250015E1,-1.950000000E1,4.811293560E1
2.999371096E0,-3.849749756E1,-2.090250015E1,-1.959749985E1,4.798993469E1
3.009535096E0,-3.849749756E1,-2.090250015E1,-1.959749985E1,4.798993469E1
3.019428096E0,-3.839999771E1,-2.100000000E1,-1.970249939E1,4.799737812E1
3.029485096E0,-3.839999771E1,-2.100000000E1,-1.970249939E1,4.799737812E1
3.039368096E0,-3.830249786E1,-2.100000000E1,-1.979999924E1,4.795957999E1
3.049452096E0,-3.830249786E1,-2.100000000E1,-1.979999924E1,4.795957999E1
3.059441096E0,-3.830249786E1,-2.109749985E1,-1.979999924E1,4.800235215E1
3.069620096E0,-3.830249786E1,-2.109749985E1,-1.979999924E1,4.800235215E1
3.079596096E0,-3.819749832E1,-2.109749985E1,-1.989749908E1,4.795898089E1
3.089350096E0,-3.819749832E1,-2.109749985E1,-1.989749908E1,4.795898089E1
3.099378096E0,-3.809999847E1,-2.120249939E1,-1.989749908E1,4.792771989E1
3.109364096E0,-3.809999847E1,-2.120249939E1,-1.989749908E1,4.792771989E1
3.119376096E0,-3.800249863E1,-2.120249939E1,-1.989749908E1,4.785024924E1
3.129456096E0,-3.800249863E1,-2.120249939E1,-1.989749908E1,4.785024924E1
3.139358096E0,-3.800249863E1,-2.120249939E1,-1.989749908E1,4.785024924E1
3.149915096E0,-3.800249863E1,-2.120249939E1,-1.989749908E1,4.785024924E1
3.159379096E0,-3.789749908E1,-2.129999924E1,-1.979999924E1,4.776976423E1
3.169354096E0,-3.789749908E1,-2.129999924E1,-1.979999924E1,4.776976423E1
3.179408096E0,-3.789749908E1,-2.129999924E1,-1.979999924E1,4.776976423E1
3.189403096E0,-3.789749908E1,-2.129999924E1,-1.979999924E1,4.776976423E1
3.199351096E0,-3.789749908E1,-2.139749908E1,-1.970249939E1,4.777302467E1
3.209335096E0,-3.789749908E1,-2.139749908E1,-1.970249939E1,4.777302467E1
3.219358096E0,-3.789749908E1,-2.139749908E1,-1.959749985E1,4.772981672E1
3.229363096E0,-3.789749908E1,-2.139749908E1,-1.959749985E1,4.772981672E1
3.239368096E0,-3.789749908E1,-2.139749908E1,-1.959749985E1,4.772981672E1
3.249415096E0,-3.789749908E1,-2.139749908E1,-1.959749985E1,4.772981672E1
3.259425096E0,-3.800249863E1,-2.139749908E1,-1.950000000E1,4.777334894E1
3.269376096E0,-3.800249863E1,-2.139749908E1,-1.950000000E1,4.777334894E1
3.279337096E0,-3.800249863E1,-2.139749908E1,-1.950000000E1,4.777334894E1
