"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.350200541E0,-1.600048828E1,-1.644223022E1,2.771023560E1,3.597526535E1
2.360174541E0,-1.716284180E1,-1.819309998E1,2.445916748E1,3.498289438E1
2.370148541E0,-1.805212402E1,-2.038760376E1,2.104293823E1,3.441422407E1
2.380122541E0,-1.864642334E1,-2.271740723E1,1.702145386E1,3.396320930E1
2.390096541E0,-1.886877441E1,-2.527987671E1,1.307897949E1,3.414912179E1
2.400070542E0,-1.874700928E1,-2.805287170E1,9.340179443E0,3.500932618E1
2.410044542E0,-1.825311279E1,-3.112960815E1,6.172149658E0,3.661043652E1
2.420018542E0,-1.775396729E1,-3.382014465E1,3.233642578E0,3.833356210E1
2.429992542E0,-1.707885742E1,-3.754627991E1,3.087158203E-1,4.124931286E1
2.439966541E0,-1.639422607E1,-4.101101685E1,-1.812713623E0,4.420362069E1
2.449940541E0,-1.512030029E1,-4.532495117E1,-4.430358887E0,4.798544320E1
2.459914541E0,-1.346624756E1,-4.945843506E1,-5.988891602E0,5.160759096E1
2.469889542E0,-1.115802002E1,-5.433177185E1,-8.045349121E0,5.604614604E1
2.479863542E0,-7.790954590E0,-5.905436707E1,-1.022378540E1,6.043709979E1
2.489837541E0,-3.052124023E0,-6.382113647E1,-1.164138794E1,6.494593779E1
2.499811541E0,2.764587402E0,-6.778210449E1,-1.285351562E1,6.904541619E1
2.509785541E0,9.364074707E0,-7.024026489E1,-1.260955811E1,7.197486827E1
2.519759541E0,1.605847168E1,-7.109802246E1,-1.131445312E1,7.376191538E1
2.529733541E0,2.221124268E1,-7.055572510E1,-9.949737549E0,7.463542673E1
2.539707541E0,2.698632812E1,-6.823016357E1,-8.589874268E0,7.387423818E1
2.549681542E0,2.967456055E1,-6.529418945E1,-7.245819092E0,7.208614717E1
2.559655542E0,3.089935303E1,-6.209353638E1,-6.713897705E0,6.968108567E1
2.569629542E0,3.031933594E1,-5.949606323E1,-6.314819336E0,6.707399358E1
2.579603542E0,2.903485107E1,-5.788133240E1,-5.952789307E0,6.502850850E1
2.589577542E0,2.790625000E1,-5.721415710E1,-6.066497803E0,6.394545299E1
2.599551541E0,2.701245117E1,-5.740625000E1,-7.181152344E0,6.384918955E1
2.609525541E0,2.602111816E1,-5.806642151E1,-7.263336182E0,6.404345361E1
2.619499541E0,2.561437988E1,-5.892424011E1,-7.720336914E0,6.471295181E1
2.629473541E0,2.567333984E1,-6.012411499E1,-7.858215332E0,6.584664859E1
2.639448542E0,2.630181885E1,-6.127949524E1,-8.226898193E0,6.719110109E1
2.649422541E0,2.706652832E1,-6.212246704E1,-9.002685547E0,6.835821980E1
2.659396541E0,2.777905273E1,-6.203512573E1,-8.659210205E0,6.852017598E1
2.669370541E0,2.945794678E1,-6.185333252E1,-9.480102539E0,6.916269020E1
2.679344541E0,3.119879150E1,-6.127354431E1,-9.956878662E0,6.947626398E1
2.689318541E0,3.266168213E1,-6.037986755E1,-9.900848389E0,6.935806142E1
2.699292541E0,3.406390381E1,-5.930480957E1,-9.648071289E0,6.906877196E1
2.709266542E0,3.551409912E1,-5.800463867E1,-9.897613525E0,6.872955767E1
2.719240542E0,3.681738281E1,-5.655393982E1,-9.788421631E0,6.818856931E1
2.729214542E0,3.776983643E1,-5.502769470E1,-9.497039795E0,6.741514290E1
2.739188542E0,3.799560547E1,-5.373318481E1,-9.253387451E0,6.645710169E1
2.749162541E0,3.796258545E1,-5.163699341E1,-9.734313965E0,6.482510201E1
2.759136541E0,3.822619629E1,-4.997801208E1,-9.790527344E0,6.367808257E1
2.769110541E0,3.748736572E1,-4.773925781E1,-9.801910400E0,6.148509391E1
2.779084541E0,3.674072266E1,-4.592195129E1,-1.010583496E1,5.967272587E1
2.789058541E0,3.611590576E1,-4.381935120E1,-1.026733398E1,5.770539260E1
2.799032541E0,3.499627686E1,-4.178302002E1,-1.023870850E1,5.545621072E1
2.809006542E0,3.332391357E1,-3.981074524E1,-1.071737671E1,5.301170452E1
2.818981541E0,3.138128662E1,-3.845658875E1,-1.070483398E1,5.077684353E1
2.828955541E0,2.961657715E1,-3.733728027E1,-1.100573730E1,4.891155685E1
2.838929541E0,2.770782471E1,-3.671641541E1,-1.149081421E1,4.741157582E1
2.848903541E0,2.592047119E1,-3.622879028E1,-1.196890259E1,4.612646422E1
2.858877541E0,2.422070312E1,-3.621614075E1,-1.221957397E1,4.525007512E1
2.868851542E0,2.178411865E1,-3.642430115E1,-1.256680298E1,4.426287470E1
2.878825416E0,1.963323975E1,-3.685206604E1,-1.301229858E1,4.373624114E1
2.888799416E0,1.741351318E1,-3.748135376E1,-1.300238037E1,4.332602239E1
2.898773416E0,1.518310547E1,-3.841510010E1,-1.312738037E1,4.334252788E1
2.908747416E0,1.337768555E1,-3.958198547E1,-1.338375854E1,4.387278242E1
2.918721416E0,1.138073730E1,-4.115757751E1,-1.429037476E1,4.502979213E1
2.928695417E0,9.407104492E0,-4.340364075E1,-1.408633423E1,4.659178530E1
2.938669417E0,7.380981445E0,-4.543490601E1,-1.363336182E1,4.800706329E1
2.948643417E0,5.769104004E0,-4.826083374E1,-1.342849731E1,5.042534258E1
2.958617417E0,3.904541016E0,-5.110145569E1,-1.340689087E1,5.297498407E1
2.968591416E0,2.183288574E0,-5.439065552E1,-1.287332153E1,5.593596843E1
2.978566417E0,3.882446289E-1,-5.812791443E1,-1.133303833E1,5.922366864E1
2.988540417E0,-1.573730469E0,-6.219729614E1,-9.656738281E0,6.296215426E1
2.998514417E0,-3.069580078E0,-6.597985840E1,-7.571044922E0,6.648371799E1
3.008488417E0,-4.136657715E0,-6.991534424E1,-5.821319580E0,7.027912249E1
3.018462416E0,-4.736816406E0,-7.357614136E1,-3.806060791E0,7.382663547E1
3.028436416E0,-4.592224121E0,-7.647653198E1,-1.558074951E0,7.663012504E1
3.038410416E0,-4.409912109E0,-7.953762817E1,8.236999512E-1,7.966404523E1
3.048384416E0,-3.685241699E0,-8.188992310E1,2.200073242E0,8.200232212E1
3.058358416E0,-3.476806641E0,-8.447442627E1,4.201507568E0,8.465027787E1
3.068332416E0,-3.322692871E0,-8.687002563E1,6.537078857E0,8.717898280E1
3.078306417E0,-3.401306152E0,-8.932727051E1,9.429687500E0,8.988798110E1
3.088280417E0,-3.131652832E0,-9.146774292E1,1.244274902E1,9.236328950E1
3.098254417E0,-2.639282227E0,-9.374746704E1,1.613308716E1,9.516212423E1
3.108228417E0,-1.876098633E0,-9.523068237E1,1.949865723E1,9.722448377E1
3.118202417E0,-1.544494629E0,-9.674765015E1,2.289920044E1,9.943272426E1
3.128176416E0,-8.569946289E-1,-9.783612061E1,2.585598755E1,1.011986810E2
3.138150416E0,-2.079467773E-1,-9.850170898E1,2.935739136E1,1.027836871E2
3.148124416E0,-9.191894531E-2,-9.897589111E1,3.263302612E1,1.042168406E2
3.158098416E0,2.670288086E-1,-9.907168579E1,3.606863403E1,1.054334700E2
