"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.844260917E0,-4.643382263E1,2.061607361E1,1.227424622E0,5.081957247E1
2.854315917E0,-4.700144958E1,1.931628227E1,1.447090149E0,5.083649372E1
2.864370917E0,-4.735287476E1,1.795808029E1,1.482337952E0,5.066541938E1
2.874425917E0,-4.790912628E1,1.656650925E1,1.374389648E0,5.071116797E1
2.884480917E0,-4.827797699E1,1.512842560E1,1.765068054E0,5.062358925E1
2.894535917E0,-4.871914673E1,1.376455116E1,1.877395630E0,5.066105744E1
2.904590917E0,-4.908621216E1,1.235023308E1,1.935012817E0,5.065302316E1
2.914645917E0,-4.948589325E1,1.082128334E1,2.195945740E0,5.070282025E1
2.924700917E0,-4.976435089E1,9.260919571E0,2.291419983E0,5.067056203E1
2.934755917E0,-5.009165955E1,7.603622437E0,2.710235596E0,5.073790306E1
2.944810917E0,-5.003184509E1,5.627584457E0,2.907157898E0,5.043120856E1
2.954866917E0,-5.031822205E1,3.765123367E0,2.949531555E0,5.054502310E1
2.964921917E0,-5.052093506E1,1.544818878E0,3.053230286E0,5.063668196E1
2.974976917E0,-5.057806396E1,-5.991096497E-1,3.363418579E0,5.069331387E1
2.985031917E0,-5.044789886E1,-3.266193390E0,3.928970337E0,5.070596934E1
2.995086917E0,-5.018032837E1,-5.827388763E0,4.272468567E0,5.069790728E1
3.005141917E0,-4.969216156E1,-8.707809448E0,4.509620667E0,5.065050389E1
3.015196917E0,-4.913242340E1,-1.170777893E1,4.437889099E0,5.070268214E1
3.025251917E0,-4.832651520E1,-1.465819931E1,4.424476624E0,5.069409109E1
3.035306917E0,-4.732936096E1,-1.767360687E1,4.472564697E0,5.071911498E1
3.045361917E0,-4.615311432E1,-2.060357666E1,4.307998657E0,5.072648406E1
3.055416917E0,-4.481626892E1,-2.338580322E1,4.186256409E0,5.072394400E1
3.065472917E0,-4.339802551E1,-2.609125900E1,3.886543274E0,5.078629375E1
3.075527917E0,-4.189331818E1,-2.860322952E1,3.724792480E0,5.086323747E1
3.085582917E0,-4.020034790E1,-3.102619553E1,3.494796753E0,5.090094679E1
3.095637917E0,-3.827616119E1,-3.348018265E1,3.293373108E0,5.095913512E1
